Var.Lab,Rot. Padrão,Coluna temporária,Nome Banco,Tipo de Dado,Novo Rótulo,2016,2017,2018,2019,2022
PND2T323N0,S12041,0,o_medic_convid_vc_e_famili_da_crianc_a_particip_do_CLS_ou_CDS,SMALLINT,"O(A) Dr.(a) ______ (“nome do(a) médico(a)"" ) convida você e a família da criança a participarem do Conselho Local de Saúde (Conselho Gestor/Conselho de Usuários) ou Conselho Distrital de Saúde? ",,,,,PND2T323N0
PND2T324N0,S12042,0,o_medico_me_ajuda,SMALLINT,"O(A) Dr.(a) ________ (“nome do(a) médico(a)"") me ajuda (Por exemplo: resolve os problemas de saúde   escuta as queixas  do responsável pela criança)",,,,,PND2T324N0
PND2T325N0,S12043,0,o_medico_tem_tempo_suficiente_para_mim,SMALLINT,"O(A) Dr.(a) ______ (“nome do(a) médico(a)"") tem tempo suficiente para mim",,,,,PND2T325N0
PND2T326N0,S12044,0,eu_confio_no_medico,SMALLINT,"Eu confio no(a) Dr.(a) ______ (“nome do(a) médico(a)"")",,,,,PND2T326N0
PND2T327N0,S12045,0,o_medico_me_entende,SMALLINT,"O(A) Dr.(a) ______ (“nome do(a) médico(a)"") me entende ",,,,,PND2T327N0
PND2T328N0,S12046,0,o_medico_se_dedica_a_me_ajudar,SMALLINT,"O(A) Dr.(a) ______ (“nome do(a) médico(a)"") se dedica a me ajudar ",,,,,PND2T328N0
PND2T329N0,S12047,0,o_medico_e_eu_concordamos_sobre_os_sintomas_da_crianca,SMALLINT,"O(A) Dr.(a) ______ (“nome do(a) médico(a)"") e eu concordamos sobre os sintomas de ______ (“nome da criança”)",,,,,PND2T329N0
PND2T330N0,S12048,0,eu_consigo_conversar_com_o_medico,SMALLINT,"Eu consigo conversar com o(a) Dr.(a) ______ (“nome do(a) médico(a)"") ",,,,,PND2T330N0
PND2T331N0,S12049,0,sinto_contente_com_o_tratamento_que_o_medico_oferece_a_crianca,SMALLINT,"Eu me sinto contente com o tratamento que o(a) Dr.(a) ______ (“nome do(a) médico(a)"") oferece a ______ (“nome da criança”)",,,,,PND2T331N0
PND2T332N0,S12050,0,eu_acho_facil_ter_acesso_ao_medico,SMALLINT,"Eu acho fácil ter acesso ao(à) Dr.(a) ______ (“nome do(a) médico(a)"") ",,,,,PND2T332N0
PND2T333N0,S12051,0,quem_foi_o_informante,SMALLINT,Quem foi o informante ?,,,,,PND2T333N0
PND2T334N0,S120511,0,numero_de_ordem_do_informante,SMALLINT,Número de ordem do informante,,,,,PND2T334N0
PND2T335N0,V1028001,0,peso_replicado_do_domicilio_e_das_pessoas_1,REAL,Peso replicado do domicílio e das pessoas,PND2T335N0,PND2T335N0,PND2T335N0,PND2T335N0,PND2T335N0
PND2T336N0,V1028002,0,peso_replicado_do_domicilio_e_das_pessoas_2,REAL,Peso replicado do domicílio e das pessoas,PND2T336N0,PND2T336N0,PND2T336N0,PND2T336N0,PND2T336N0
PND2T337N0,V1028003,0,peso_replicado_do_domicilio_e_das_pessoas_3,REAL,Peso replicado do domicílio e das pessoas,PND2T337N0,PND2T337N0,PND2T337N0,PND2T337N0,PND2T337N0
PND2T338N0,V1028004,0,peso_replicado_do_domicilio_e_das_pessoas_4,REAL,Peso replicado do domicílio e das pessoas,PND2T338N0,PND2T338N0,PND2T338N0,PND2T338N0,PND2T338N0
PND2T339N0,V1028005,0,peso_replicado_do_domicilio_e_das_pessoas_5,REAL,Peso replicado do domicílio e das pessoas,PND2T339N0,PND2T339N0,PND2T339N0,PND2T339N0,PND2T339N0
PND2T340N0,V1028006,0,peso_replicado_do_domicilio_e_das_pessoas_6,REAL,Peso replicado do domicílio e das pessoas,PND2T340N0,PND2T340N0,PND2T340N0,PND2T340N0,PND2T340N0
PND2T341N0,V1028007,0,peso_replicado_do_domicilio_e_das_pessoas_7,REAL,Peso replicado do domicílio e das pessoas,PND2T341N0,PND2T341N0,PND2T341N0,PND2T341N0,PND2T341N0
PND2T342N0,V1028008,0,peso_replicado_do_domicilio_e_das_pessoas_8,REAL,Peso replicado do domicílio e das pessoas,PND2T342N0,PND2T342N0,PND2T342N0,PND2T342N0,PND2T342N0
PND2T343N0,V1028009,0,peso_replicado_do_domicilio_e_das_pessoas_9,REAL,Peso replicado do domicílio e das pessoas,PND2T343N0,PND2T343N0,PND2T343N0,PND2T343N0,PND2T343N0
PND2T344N0,V1028010,0,peso_replicado_do_domicilio_e_das_pessoas_10,REAL,Peso replicado do domicílio e das pessoas,PND2T344N0,PND2T344N0,PND2T344N0,PND2T344N0,PND2T344N0
PND2T345N0,V1028011,0,peso_replicado_do_domicilio_e_das_pessoas_11,REAL,Peso replicado do domicílio e das pessoas,PND2T345N0,PND2T345N0,PND2T345N0,PND2T345N0,PND2T345N0
PND2T346N0,V1028012,0,peso_replicado_do_domicilio_e_das_pessoas_12,REAL,Peso replicado do domicílio e das pessoas,PND2T346N0,PND2T346N0,PND2T346N0,PND2T346N0,PND2T346N0
PND2T347N0,V1028013,0,peso_replicado_do_domicilio_e_das_pessoas_13,REAL,Peso replicado do domicílio e das pessoas,PND2T347N0,PND2T347N0,PND2T347N0,PND2T347N0,PND2T347N0
PND2T348N0,V1028014,0,peso_replicado_do_domicilio_e_das_pessoas_14,REAL,Peso replicado do domicílio e das pessoas,PND2T348N0,PND2T348N0,PND2T348N0,PND2T348N0,PND2T348N0
PND2T349N0,V1028015,0,peso_replicado_do_domicilio_e_das_pessoas_15,REAL,Peso replicado do domicílio e das pessoas,PND2T349N0,PND2T349N0,PND2T349N0,PND2T349N0,PND2T349N0
PND2T350N0,V1028016,0,peso_replicado_do_domicilio_e_das_pessoas_16,REAL,Peso replicado do domicílio e das pessoas,PND2T350N0,PND2T350N0,PND2T350N0,PND2T350N0,PND2T350N0
PND2T351N0,V1028017,0,peso_replicado_do_domicilio_e_das_pessoas_17,REAL,Peso replicado do domicílio e das pessoas,PND2T351N0,PND2T351N0,PND2T351N0,PND2T351N0,PND2T351N0
PND2T352N0,V1028018,0,peso_replicado_do_domicilio_e_das_pessoas_18,REAL,Peso replicado do domicílio e das pessoas,PND2T352N0,PND2T352N0,PND2T352N0,PND2T352N0,PND2T352N0
PND2T353N0,V1028019,0,peso_replicado_do_domicilio_e_das_pessoas_19,REAL,Peso replicado do domicílio e das pessoas,PND2T353N0,PND2T353N0,PND2T353N0,PND2T353N0,PND2T353N0
PND2T354N0,V1028020,0,peso_replicado_do_domicilio_e_das_pessoas_20,REAL,Peso replicado do domicílio e das pessoas,PND2T354N0,PND2T354N0,PND2T354N0,PND2T354N0,PND2T354N0
PND2T355N0,V1028021,0,peso_replicado_do_domicilio_e_das_pessoas_21,REAL,Peso replicado do domicílio e das pessoas,PND2T355N0,PND2T355N0,PND2T355N0,PND2T355N0,PND2T355N0
PND2T356N0,V1028022,0,peso_replicado_do_domicilio_e_das_pessoas_22,REAL,Peso replicado do domicílio e das pessoas,PND2T356N0,PND2T356N0,PND2T356N0,PND2T356N0,PND2T356N0
PND2T357N0,V1028023,0,peso_replicado_do_domicilio_e_das_pessoas_23,REAL,Peso replicado do domicílio e das pessoas,PND2T357N0,PND2T357N0,PND2T357N0,PND2T357N0,PND2T357N0
PND2T358N0,V1028024,0,peso_replicado_do_domicilio_e_das_pessoas_24,REAL,Peso replicado do domicílio e das pessoas,PND2T358N0,PND2T358N0,PND2T358N0,PND2T358N0,PND2T358N0
PND2T359N0,V1028025,0,peso_replicado_do_domicilio_e_das_pessoas_25,REAL,Peso replicado do domicílio e das pessoas,PND2T359N0,PND2T359N0,PND2T359N0,PND2T359N0,PND2T359N0
PND2T360N0,V1028026,0,peso_replicado_do_domicilio_e_das_pessoas_26,REAL,Peso replicado do domicílio e das pessoas,PND2T360N0,PND2T360N0,PND2T360N0,PND2T360N0,PND2T360N0
PND2T361N0,V1028027,0,peso_replicado_do_domicilio_e_das_pessoas_27,REAL,Peso replicado do domicílio e das pessoas,PND2T361N0,PND2T361N0,PND2T361N0,PND2T361N0,PND2T361N0
PND2T362N0,V1028028,0,peso_replicado_do_domicilio_e_das_pessoas_28,REAL,Peso replicado do domicílio e das pessoas,PND2T362N0,PND2T362N0,PND2T362N0,PND2T362N0,PND2T362N0
PND2T363N0,V1028029,0,peso_replicado_do_domicilio_e_das_pessoas_29,REAL,Peso replicado do domicílio e das pessoas,PND2T363N0,PND2T363N0,PND2T363N0,PND2T363N0,PND2T363N0
PND2T364N0,V1028030,0,peso_replicado_do_domicilio_e_das_pessoas_30,REAL,Peso replicado do domicílio e das pessoas,PND2T364N0,PND2T364N0,PND2T364N0,PND2T364N0,PND2T364N0
PND2T365N0,V1028031,0,peso_replicado_do_domicilio_e_das_pessoas_31,REAL,Peso replicado do domicílio e das pessoas,PND2T365N0,PND2T365N0,PND2T365N0,PND2T365N0,PND2T365N0
PND2T366N0,V1028032,0,peso_replicado_do_domicilio_e_das_pessoas_32,REAL,Peso replicado do domicílio e das pessoas,PND2T366N0,PND2T366N0,PND2T366N0,PND2T366N0,PND2T366N0
PND2T367N0,V1028033,0,peso_replicado_do_domicilio_e_das_pessoas_33,REAL,Peso replicado do domicílio e das pessoas,PND2T367N0,PND2T367N0,PND2T367N0,PND2T367N0,PND2T367N0
PND2T368N0,V1028034,0,peso_replicado_do_domicilio_e_das_pessoas_34,REAL,Peso replicado do domicílio e das pessoas,PND2T368N0,PND2T368N0,PND2T368N0,PND2T368N0,PND2T368N0
PND2T369N0,V1028035,0,peso_replicado_do_domicilio_e_das_pessoas_35,REAL,Peso replicado do domicílio e das pessoas,PND2T369N0,PND2T369N0,PND2T369N0,PND2T369N0,PND2T369N0
PND2T370N0,V1028036,0,peso_replicado_do_domicilio_e_das_pessoas_36,REAL,Peso replicado do domicílio e das pessoas,PND2T370N0,PND2T370N0,PND2T370N0,PND2T370N0,PND2T370N0
PND2T371N0,V1028037,0,peso_replicado_do_domicilio_e_das_pessoas_37,REAL,Peso replicado do domicílio e das pessoas,PND2T371N0,PND2T371N0,PND2T371N0,PND2T371N0,PND2T371N0
PND2T372N0,V1028038,0,peso_replicado_do_domicilio_e_das_pessoas_38,REAL,Peso replicado do domicílio e das pessoas,PND2T372N0,PND2T372N0,PND2T372N0,PND2T372N0,PND2T372N0
PND2T373N0,V1028039,0,peso_replicado_do_domicilio_e_das_pessoas_39,REAL,Peso replicado do domicílio e das pessoas,PND2T373N0,PND2T373N0,PND2T373N0,PND2T373N0,PND2T373N0
PND2T374N0,V1028040,0,peso_replicado_do_domicilio_e_das_pessoas_40,REAL,Peso replicado do domicílio e das pessoas,PND2T374N0,PND2T374N0,PND2T374N0,PND2T374N0,PND2T374N0
PND2T375N0,V1028041,0,peso_replicado_do_domicilio_e_das_pessoas_41,REAL,Peso replicado do domicílio e das pessoas,PND2T375N0,PND2T375N0,PND2T375N0,PND2T375N0,PND2T375N0
PND2T376N0,V1028042,0,peso_replicado_do_domicilio_e_das_pessoas_42,REAL,Peso replicado do domicílio e das pessoas,PND2T376N0,PND2T376N0,PND2T376N0,PND2T376N0,PND2T376N0
PND2T377N0,V1028043,0,peso_replicado_do_domicilio_e_das_pessoas_43,REAL,Peso replicado do domicílio e das pessoas,PND2T377N0,PND2T377N0,PND2T377N0,PND2T377N0,PND2T377N0
PND2T378N0,V1028044,0,peso_replicado_do_domicilio_e_das_pessoas_44,REAL,Peso replicado do domicílio e das pessoas,PND2T378N0,PND2T378N0,PND2T378N0,PND2T378N0,PND2T378N0
PND2T379N0,V1028045,0,peso_replicado_do_domicilio_e_das_pessoas_45,REAL,Peso replicado do domicílio e das pessoas,PND2T379N0,PND2T379N0,PND2T379N0,PND2T379N0,PND2T379N0
PND2T380N0,V1028046,0,peso_replicado_do_domicilio_e_das_pessoas_46,REAL,Peso replicado do domicílio e das pessoas,PND2T380N0,PND2T380N0,PND2T380N0,PND2T380N0,PND2T380N0
PND2T381N0,V1028047,0,peso_replicado_do_domicilio_e_das_pessoas_47,REAL,Peso replicado do domicílio e das pessoas,PND2T381N0,PND2T381N0,PND2T381N0,PND2T381N0,PND2T381N0
PND2T382N0,V1028048,0,peso_replicado_do_domicilio_e_das_pessoas_48,REAL,Peso replicado do domicílio e das pessoas,PND2T382N0,PND2T382N0,PND2T382N0,PND2T382N0,PND2T382N0
PND2T383N0,V1028049,0,peso_replicado_do_domicilio_e_das_pessoas_49,REAL,Peso replicado do domicílio e das pessoas,PND2T383N0,PND2T383N0,PND2T383N0,PND2T383N0,PND2T383N0
PND2T384N0,V1028050,0,peso_replicado_do_domicilio_e_das_pessoas_50,REAL,Peso replicado do domicílio e das pessoas,PND2T384N0,PND2T384N0,PND2T384N0,PND2T384N0,PND2T384N0
PND2T385N0,V1028051,0,peso_replicado_do_domicilio_e_das_pessoas_51,REAL,Peso replicado do domicílio e das pessoas,PND2T385N0,PND2T385N0,PND2T385N0,PND2T385N0,PND2T385N0
PND2T386N0,V1028052,0,peso_replicado_do_domicilio_e_das_pessoas_52,REAL,Peso replicado do domicílio e das pessoas,PND2T386N0,PND2T386N0,PND2T386N0,PND2T386N0,PND2T386N0
PND2T387N0,V1028053,0,peso_replicado_do_domicilio_e_das_pessoas_53,REAL,Peso replicado do domicílio e das pessoas,PND2T387N0,PND2T387N0,PND2T387N0,PND2T387N0,PND2T387N0
PND2T388N0,V1028054,0,peso_replicado_do_domicilio_e_das_pessoas_54,REAL,Peso replicado do domicílio e das pessoas,PND2T388N0,PND2T388N0,PND2T388N0,PND2T388N0,PND2T388N0
PND2T389N0,V1028055,0,peso_replicado_do_domicilio_e_das_pessoas_55,REAL,Peso replicado do domicílio e das pessoas,PND2T389N0,PND2T389N0,PND2T389N0,PND2T389N0,PND2T389N0
PND2T390N0,V1028056,0,peso_replicado_do_domicilio_e_das_pessoas_56,REAL,Peso replicado do domicílio e das pessoas,PND2T390N0,PND2T390N0,PND2T390N0,PND2T390N0,PND2T390N0
PND2T391N0,V1028057,0,peso_replicado_do_domicilio_e_das_pessoas_57,REAL,Peso replicado do domicílio e das pessoas,PND2T391N0,PND2T391N0,PND2T391N0,PND2T391N0,PND2T391N0
PND2T392N0,V1028058,0,peso_replicado_do_domicilio_e_das_pessoas_58,REAL,Peso replicado do domicílio e das pessoas,PND2T392N0,PND2T392N0,PND2T392N0,PND2T392N0,PND2T392N0
PND2T393N0,V1028059,0,peso_replicado_do_domicilio_e_das_pessoas_59,REAL,Peso replicado do domicílio e das pessoas,PND2T393N0,PND2T393N0,PND2T393N0,PND2T393N0,PND2T393N0
PND2T394N0,V1028060,0,peso_replicado_do_domicilio_e_das_pessoas_60,REAL,Peso replicado do domicílio e das pessoas,PND2T394N0,PND2T394N0,PND2T394N0,PND2T394N0,PND2T394N0
PND2T395N0,V1028061,0,peso_replicado_do_domicilio_e_das_pessoas_61,REAL,Peso replicado do domicílio e das pessoas,PND2T395N0,PND2T395N0,PND2T395N0,PND2T395N0,PND2T395N0
PND2T396N0,V1028062,0,peso_replicado_do_domicilio_e_das_pessoas_62,REAL,Peso replicado do domicílio e das pessoas,PND2T396N0,PND2T396N0,PND2T396N0,PND2T396N0,PND2T396N0
PND2T397N0,V1028063,0,peso_replicado_do_domicilio_e_das_pessoas_63,REAL,Peso replicado do domicílio e das pessoas,PND2T397N0,PND2T397N0,PND2T397N0,PND2T397N0,PND2T397N0
PND2T398N0,V1028064,0,peso_replicado_do_domicilio_e_das_pessoas_64,REAL,Peso replicado do domicílio e das pessoas,PND2T398N0,PND2T398N0,PND2T398N0,PND2T398N0,PND2T398N0
PND2T399N0,V1028065,0,peso_replicado_do_domicilio_e_das_pessoas_65,REAL,Peso replicado do domicílio e das pessoas,PND2T399N0,PND2T399N0,PND2T399N0,PND2T399N0,PND2T399N0
PND2T400N0,V1028066,0,peso_replicado_do_domicilio_e_das_pessoas_66,REAL,Peso replicado do domicílio e das pessoas,PND2T400N0,PND2T400N0,PND2T400N0,PND2T400N0,PND2T400N0
PND2T401N0,V1028067,0,peso_replicado_do_domicilio_e_das_pessoas_67,REAL,Peso replicado do domicílio e das pessoas,PND2T401N0,PND2T401N0,PND2T401N0,PND2T401N0,PND2T401N0
PND2T402N0,V1028068,0,peso_replicado_do_domicilio_e_das_pessoas_68,REAL,Peso replicado do domicílio e das pessoas,PND2T402N0,PND2T402N0,PND2T402N0,PND2T402N0,PND2T402N0
PND2T403N0,V1028069,0,peso_replicado_do_domicilio_e_das_pessoas_69,REAL,Peso replicado do domicílio e das pessoas,PND2T403N0,PND2T403N0,PND2T403N0,PND2T403N0,PND2T403N0
PND2T404N0,V1028070,0,peso_replicado_do_domicilio_e_das_pessoas_70,REAL,Peso replicado do domicílio e das pessoas,PND2T404N0,PND2T404N0,PND2T404N0,PND2T404N0,PND2T404N0
PND2T405N0,V1028071,0,peso_replicado_do_domicilio_e_das_pessoas_71,REAL,Peso replicado do domicílio e das pessoas,PND2T405N0,PND2T405N0,PND2T405N0,PND2T405N0,PND2T405N0
PND2T406N0,V1028072,0,peso_replicado_do_domicilio_e_das_pessoas_72,REAL,Peso replicado do domicílio e das pessoas,PND2T406N0,PND2T406N0,PND2T406N0,PND2T406N0,PND2T406N0
PND2T407N0,V1028073,0,peso_replicado_do_domicilio_e_das_pessoas_73,REAL,Peso replicado do domicílio e das pessoas,PND2T407N0,PND2T407N0,PND2T407N0,PND2T407N0,PND2T407N0
PND2T408N0,V1028074,0,peso_replicado_do_domicilio_e_das_pessoas_74,REAL,Peso replicado do domicílio e das pessoas,PND2T408N0,PND2T408N0,PND2T408N0,PND2T408N0,PND2T408N0
PND2T409N0,V1028075,0,peso_replicado_do_domicilio_e_das_pessoas_75,REAL,Peso replicado do domicílio e das pessoas,PND2T409N0,PND2T409N0,PND2T409N0,PND2T409N0,PND2T409N0
PND2T410N0,V1028076,0,peso_replicado_do_domicilio_e_das_pessoas_76,REAL,Peso replicado do domicílio e das pessoas,PND2T410N0,PND2T410N0,PND2T410N0,PND2T410N0,PND2T410N0
PND2T411N0,V1028077,0,peso_replicado_do_domicilio_e_das_pessoas_77,REAL,Peso replicado do domicílio e das pessoas,PND2T411N0,PND2T411N0,PND2T411N0,PND2T411N0,PND2T411N0
PND2T412N0,V1028078,0,peso_replicado_do_domicilio_e_das_pessoas_78,REAL,Peso replicado do domicílio e das pessoas,PND2T412N0,PND2T412N0,PND2T412N0,PND2T412N0,PND2T412N0
PND2T413N0,V1028079,0,peso_replicado_do_domicilio_e_das_pessoas_79,REAL,Peso replicado do domicílio e das pessoas,PND2T413N0,PND2T413N0,PND2T413N0,PND2T413N0,PND2T413N0
PND2T414N0,V1028080,0,peso_replicado_do_domicilio_e_das_pessoas_80,REAL,Peso replicado do domicílio e das pessoas,PND2T414N0,PND2T414N0,PND2T414N0,PND2T414N0,PND2T414N0
PND2T415N0,V1028081,0,peso_replicado_do_domicilio_e_das_pessoas_81,REAL,Peso replicado do domicílio e das pessoas,PND2T415N0,PND2T415N0,PND2T415N0,PND2T415N0,PND2T415N0
PND2T416N0,V1028082,0,peso_replicado_do_domicilio_e_das_pessoas_82,REAL,Peso replicado do domicílio e das pessoas,PND2T416N0,PND2T416N0,PND2T416N0,PND2T416N0,PND2T416N0
PND2T417N0,V1028083,0,peso_replicado_do_domicilio_e_das_pessoas_83,REAL,Peso replicado do domicílio e das pessoas,PND2T417N0,PND2T417N0,PND2T417N0,PND2T417N0,PND2T417N0
PND2T418N0,V1028084,0,peso_replicado_do_domicilio_e_das_pessoas_84,REAL,Peso replicado do domicílio e das pessoas,PND2T418N0,PND2T418N0,PND2T418N0,PND2T418N0,PND2T418N0
PND2T419N0,V1028085,0,peso_replicado_do_domicilio_e_das_pessoas_85,REAL,Peso replicado do domicílio e das pessoas,PND2T419N0,PND2T419N0,PND2T419N0,PND2T419N0,PND2T419N0
PND2T420N0,V1028086,0,peso_replicado_do_domicilio_e_das_pessoas_86,REAL,Peso replicado do domicílio e das pessoas,PND2T420N0,PND2T420N0,PND2T420N0,PND2T420N0,PND2T420N0
PND2T421N0,V1028087,0,peso_replicado_do_domicilio_e_das_pessoas_87,REAL,Peso replicado do domicílio e das pessoas,PND2T421N0,PND2T421N0,PND2T421N0,PND2T421N0,PND2T421N0
PND2T422N0,V1028088,0,peso_replicado_do_domicilio_e_das_pessoas_88,REAL,Peso replicado do domicílio e das pessoas,PND2T422N0,PND2T422N0,PND2T422N0,PND2T422N0,PND2T422N0
PND2T423N0,V1028089,0,peso_replicado_do_domicilio_e_das_pessoas_89,REAL,Peso replicado do domicílio e das pessoas,PND2T423N0,PND2T423N0,PND2T423N0,PND2T423N0,PND2T423N0
PND2T424N0,V1028090,0,peso_replicado_do_domicilio_e_das_pessoas_90,REAL,Peso replicado do domicílio e das pessoas,PND2T424N0,PND2T424N0,PND2T424N0,PND2T424N0,PND2T424N0
PND2T425N0,V1028091,0,peso_replicado_do_domicilio_e_das_pessoas_91,REAL,Peso replicado do domicílio e das pessoas,PND2T425N0,PND2T425N0,PND2T425N0,PND2T425N0,PND2T425N0
PND2T426N0,V1028092,0,peso_replicado_do_domicilio_e_das_pessoas_92,REAL,Peso replicado do domicílio e das pessoas,PND2T426N0,PND2T426N0,PND2T426N0,PND2T426N0,PND2T426N0
PND2T427N0,V1028093,0,peso_replicado_do_domicilio_e_das_pessoas_93,REAL,Peso replicado do domicílio e das pessoas,PND2T427N0,PND2T427N0,PND2T427N0,PND2T427N0,PND2T427N0
PND2T428N0,V1028094,0,peso_replicado_do_domicilio_e_das_pessoas_94,REAL,Peso replicado do domicílio e das pessoas,PND2T428N0,PND2T428N0,PND2T428N0,PND2T428N0,PND2T428N0
PND2T429N0,V1028095,0,peso_replicado_do_domicilio_e_das_pessoas_95,REAL,Peso replicado do domicílio e das pessoas,PND2T429N0,PND2T429N0,PND2T429N0,PND2T429N0,PND2T429N0
PND2T430N0,V1028096,0,peso_replicado_do_domicilio_e_das_pessoas_96,REAL,Peso replicado do domicílio e das pessoas,PND2T430N0,PND2T430N0,PND2T430N0,PND2T430N0,PND2T430N0
PND2T431N0,V1028097,0,peso_replicado_do_domicilio_e_das_pessoas_97,REAL,Peso replicado do domicílio e das pessoas,PND2T431N0,PND2T431N0,PND2T431N0,PND2T431N0,PND2T431N0
PND2T432N0,V1028098,0,peso_replicado_do_domicilio_e_das_pessoas_98,REAL,Peso replicado do domicílio e das pessoas,PND2T432N0,PND2T432N0,PND2T432N0,PND2T432N0,PND2T432N0
PND2T433N0,V1028099,0,peso_replicado_do_domicilio_e_das_pessoas_99,REAL,Peso replicado do domicílio e das pessoas,PND2T433N0,PND2T433N0,PND2T433N0,PND2T433N0,PND2T433N0
PND2T434N0,V1028100,0,peso_replicado_do_domicilio_e_das_pessoas_100,REAL,Peso replicado do domicílio e das pessoas,PND2T434N0,PND2T434N0,PND2T434N0,PND2T434N0,PND2T434N0
PND2T435N0,V1028101,0,peso_replicado_do_domicilio_e_das_pessoas_101,REAL,Peso replicado do domicílio e das pessoas,PND2T435N0,PND2T435N0,PND2T435N0,PND2T435N0,PND2T435N0
PND2T436N0,V1028102,0,peso_replicado_do_domicilio_e_das_pessoas_102,REAL,Peso replicado do domicílio e das pessoas,PND2T436N0,PND2T436N0,PND2T436N0,PND2T436N0,PND2T436N0
PND2T437N0,V1028103,0,peso_replicado_do_domicilio_e_das_pessoas_103,REAL,Peso replicado do domicílio e das pessoas,PND2T437N0,PND2T437N0,PND2T437N0,PND2T437N0,PND2T437N0
PND2T438N0,V1028104,0,peso_replicado_do_domicilio_e_das_pessoas_104,REAL,Peso replicado do domicílio e das pessoas,PND2T438N0,PND2T438N0,PND2T438N0,PND2T438N0,PND2T438N0
PND2T439N0,V1028105,0,peso_replicado_do_domicilio_e_das_pessoas_105,REAL,Peso replicado do domicílio e das pessoas,PND2T439N0,PND2T439N0,PND2T439N0,PND2T439N0,PND2T439N0
PND2T440N0,V1028106,0,peso_replicado_do_domicilio_e_das_pessoas_106,REAL,Peso replicado do domicílio e das pessoas,PND2T440N0,PND2T440N0,PND2T440N0,PND2T440N0,PND2T440N0
PND2T441N0,V1028107,0,peso_replicado_do_domicilio_e_das_pessoas_107,REAL,Peso replicado do domicílio e das pessoas,PND2T441N0,PND2T441N0,PND2T441N0,PND2T441N0,PND2T441N0
PND2T442N0,V1028108,0,peso_replicado_do_domicilio_e_das_pessoas_108,REAL,Peso replicado do domicílio e das pessoas,PND2T442N0,PND2T442N0,PND2T442N0,PND2T442N0,PND2T442N0
PND2T443N0,V1028109,0,peso_replicado_do_domicilio_e_das_pessoas_109,REAL,Peso replicado do domicílio e das pessoas,PND2T443N0,PND2T443N0,PND2T443N0,PND2T443N0,PND2T443N0
PND2T444N0,V1028110,0,peso_replicado_do_domicilio_e_das_pessoas_110,REAL,Peso replicado do domicílio e das pessoas,PND2T444N0,PND2T444N0,PND2T444N0,PND2T444N0,PND2T444N0
PND2T445N0,V1028111,0,peso_replicado_do_domicilio_e_das_pessoas_111,REAL,Peso replicado do domicílio e das pessoas,PND2T445N0,PND2T445N0,PND2T445N0,PND2T445N0,PND2T445N0
PND2T446N0,V1028112,0,peso_replicado_do_domicilio_e_das_pessoas_112,REAL,Peso replicado do domicílio e das pessoas,PND2T446N0,PND2T446N0,PND2T446N0,PND2T446N0,PND2T446N0
PND2T447N0,V1028113,0,peso_replicado_do_domicilio_e_das_pessoas_113,REAL,Peso replicado do domicílio e das pessoas,PND2T447N0,PND2T447N0,PND2T447N0,PND2T447N0,PND2T447N0
PND2T448N0,V1028114,0,peso_replicado_do_domicilio_e_das_pessoas_114,REAL,Peso replicado do domicílio e das pessoas,PND2T448N0,PND2T448N0,PND2T448N0,PND2T448N0,PND2T448N0
PND2T449N0,V1028115,0,peso_replicado_do_domicilio_e_das_pessoas_115,REAL,Peso replicado do domicílio e das pessoas,PND2T449N0,PND2T449N0,PND2T449N0,PND2T449N0,PND2T449N0
PND2T450N0,V1028116,0,peso_replicado_do_domicilio_e_das_pessoas_116,REAL,Peso replicado do domicílio e das pessoas,PND2T450N0,PND2T450N0,PND2T450N0,PND2T450N0,PND2T450N0
PND2T451N0,V1028117,0,peso_replicado_do_domicilio_e_das_pessoas_117,REAL,Peso replicado do domicílio e das pessoas,PND2T451N0,PND2T451N0,PND2T451N0,PND2T451N0,PND2T451N0
PND2T452N0,V1028118,0,peso_replicado_do_domicilio_e_das_pessoas_118,REAL,Peso replicado do domicílio e das pessoas,PND2T452N0,PND2T452N0,PND2T452N0,PND2T452N0,PND2T452N0
PND2T453N0,V1028119,0,peso_replicado_do_domicilio_e_das_pessoas_119,REAL,Peso replicado do domicílio e das pessoas,PND2T453N0,PND2T453N0,PND2T453N0,PND2T453N0,PND2T453N0
PND2T454N0,V1028120,0,peso_replicado_do_domicilio_e_das_pessoas_120,REAL,Peso replicado do domicílio e das pessoas,PND2T454N0,PND2T454N0,PND2T454N0,PND2T454N0,PND2T454N0
PND2T455N0,V1028121,0,peso_replicado_do_domicilio_e_das_pessoas_121,REAL,Peso replicado do domicílio e das pessoas,PND2T455N0,PND2T455N0,PND2T455N0,PND2T455N0,PND2T455N0
PND2T456N0,V1028122,0,peso_replicado_do_domicilio_e_das_pessoas_122,REAL,Peso replicado do domicílio e das pessoas,PND2T456N0,PND2T456N0,PND2T456N0,PND2T456N0,PND2T456N0
PND2T457N0,V1028123,0,peso_replicado_do_domicilio_e_das_pessoas_123,REAL,Peso replicado do domicílio e das pessoas,PND2T457N0,PND2T457N0,PND2T457N0,PND2T457N0,PND2T457N0
PND2T458N0,V1028124,0,peso_replicado_do_domicilio_e_das_pessoas_124,REAL,Peso replicado do domicílio e das pessoas,PND2T458N0,PND2T458N0,PND2T458N0,PND2T458N0,PND2T458N0
